count,mean,median,min,max,std,config,trial,num_exits
80,253.375,260.0,90,457,90.57971282246373,1 derë - me pengesë,2,1
80,300.3625,346.5,33,432,88.42825393362689,1 derë - me pengesë,3,1
80,265.5875,247.0,1,394,102.98297113479491,1 derë - me pengesë,4,1
80,253.9,263.0,52,433,82.7031740624264,1 derë - me pengesë,5,1
80,274.125,254.0,7,465,111.94366607807697,1 derë - me pengesë,6,1
80,319.975,295.0,28,493,132.08926669112824,1 derë - me pengesë,7,1
80,294.5625,300.0,48,544,119.70817053881493,1 derë - me pengesë,8,1
80,269.475,286.0,59,468,91.0880034636834,1 derë - me pengesë,9,1
80,312.825,309.0,35,566,120.89280117112018,1 derë - me pengesë,10,1
80,328.2,312.0,49,463,115.71348236052704,1 derë - me pengesë,11,1
80,303.6875,326.0,1,481,107.14448116328718,1 derë - me pengesë,12,1
80,261.225,254.5,42,456,97.76029037906956,1 derë - me pengesë,13,1
80,244.7125,254.0,15,439,87.26685993978471,1 derë - me pengesë,14,1
80,279.85,265.5,47,423,83.91872556229629,1 derë - me pengesë,15,1
80,276.7,275.5,55,410,105.8740289211665,1 derë - me pengesë,16,1
80,261.2625,264.5,55,421,89.77342921906236,1 derë - me pengesë,17,1
80,283.7,293.0,50,424,92.47369896354314,1 derë - me pengesë,18,1
80,282.5625,284.0,84,491,114.26765112554821,1 derë - me pengesë,19,1
80,298.975,298.5,88,489,119.79419591532805,1 derë - me pengesë,20,1
80,324.2125,332.0,76,553,122.9118275177373,1 derë - me pengesë,21,1
80,254.3,267.5,70,403,77.58711233188151,1 derë - me pengesë,22,1
80,341.9625,385.5,60,549,136.19961855214575,1 derë - me pengesë,23,1
80,315.2,334.0,20,589,119.82668734468126,1 derë - me pengesë,24,1
80,272.625,266.0,34,457,99.41068541660901,1 derë - me pengesë,25,1
80,270.3375,279.5,40,454,103.65567323475352,1 derë - me pengesë,26,1
80,293.4375,312.0,65,471,102.82471052110967,1 derë - me pengesë,27,1
80,319.45,348.0,44,502,100.14925112051513,1 derë - me pengesë,28,1
80,288.5875,314.0,34,426,108.0455567978156,1 derë - me pengesë,29,1
40,277.0,344.0,27,474,131.29185047062137,Densitet i ulët (40 boid),0,1
40,241.675,272.5,29,360,82.1496766579151,Densitet i ulët (40 boid),1,1
40,234.275,250.5,74,389,69.97141827203448,Densitet i ulët (40 boid),2,1
40,203.5,219.5,18,329,67.2420999077215,Densitet i ulët (40 boid),3,1
40,249.575,247.0,50,354,77.32007743788155,Densitet i ulët (40 boid),4,1
40,231.45,255.5,13,343,85.0790661678888,Densitet i ulët (40 boid),5,1
40,234.55,281.0,56,334,82.78977895851637,Densitet i ulët (40 boid),6,1
40,241.95,258.0,86,384,87.43653412618778,Densitet i ulët (40 boid),7,1
40,218.4,217.5,25,348,86.4160864654261,Densitet i ulët (40 boid),8,1
