count,mean,median,min,max,std,config,trial,num_exits
80,212.6125,202.0,36,380,85.9430761827269,3 dyer,7,3
80,258.7375,267.0,2,490,131.14693512907573,3 dyer,8,3
80,211.675,234.5,33,459,87.57864679817793,3 dyer,9,3
80,275.95,271.0,20,461,107.55602028710435,3 dyer,10,3
80,216.9875,209.5,23,376,93.8735177978859,3 dyer,11,3
80,217.5875,239.5,47,352,91.53069072038078,3 dyer,12,3
80,237.175,259.0,28,432,90.98293452620662,3 dyer,13,3
80,254.2875,241.0,33,499,110.40450554098777,3 dyer,14,3
80,243.9875,228.0,54,544,131.77646733673657,3 dyer,15,3
80,254.95,229.0,17,524,122.81081996306351,3 dyer,16,3
80,245.3,259.0,33,498,103.63992956385101,3 dyer,17,3
80,225.2,243.5,31,453,105.94838365921399,3 dyer,18,3
80,258.8,295.0,22,516,127.76270973957932,3 dyer,19,3
80,224.7875,235.5,1,480,108.23835892949413,3 dyer,20,3
80,222.975,234.0,20,358,93.56935596123337,3 dyer,21,3
80,218.225,194.5,41,480,101.08115242219985,3 dyer,22,3
80,218.45,241.0,37,461,104.44901866460977,3 dyer,23,3
80,245.9375,244.0,14,443,107.20311839564184,3 dyer,24,3
80,259.5625,311.5,28,458,123.42030259949131,3 dyer,25,3
80,242.8125,245.5,47,539,104.78753429559262,3 dyer,26,3
80,201.6875,216.0,9,334,72.84926110641068,3 dyer,27,3
80,219.9375,213.0,1,454,100.2953567905813,3 dyer,28,3
80,221.325,198.0,28,467,94.26051333936178,3 dyer,29,3
